title,topic,prob
SPOT-4 VEGETATION INSTRUMENT - VEGETATION MONITORING ON A GLOBAL-SCALE,topic  4,0.555
SPOT-4 VEGETATION INSTRUMENT - VEGETATION MONITORING ON A GLOBAL-SCALE,topic  15,0.07
SPOT-4 VEGETATION INSTRUMENT - VEGETATION MONITORING ON A GLOBAL-SCALE,topic  22,0.054
SPOT-4 VEGETATION INSTRUMENT - VEGETATION MONITORING ON A GLOBAL-SCALE,topic  49,0.156
SPRING MIGRATION AND SUMMER DESTINATIONS OF NORTHERN PINTAILS FROM THE COAST OF SOUTHERN CALIFORNIA,topic  25,0.703
SPRING MIGRATION AND SUMMER DESTINATIONS OF NORTHERN PINTAILS FROM THE COAST OF SOUTHERN CALIFORNIA,topic  35,0.289
SSLnDO-Based Deep Residual Network and RV-Coefficient Integrated Deep Fuzzy Clustering for Cotton Crop Classification,topic  13,0.189
SSLnDO-Based Deep Residual Network and RV-Coefficient Integrated Deep Fuzzy Clustering for Cotton Crop Classification,topic  28,0.293
SSLnDO-Based Deep Residual Network and RV-Coefficient Integrated Deep Fuzzy Clustering for Cotton Crop Classification,topic  41,0.497
STUDY OF WATER USE IN AGRICULTURAL LANDSCAPES AT HIGH SPATIOTEMPORAL RESULOTION,topic  10,0.211
STUDY OF WATER USE IN AGRICULTURAL LANDSCAPES AT HIGH SPATIOTEMPORAL RESULOTION,topic  41,0.062
STUDY OF WATER USE IN AGRICULTURAL LANDSCAPES AT HIGH SPATIOTEMPORAL RESULOTION,topic  49,0.712
STUDY ON THE SOIL MOISTURE CONTENT MODELLING AND DATA ASSIMILATION BASED ON REMOTE SENSING AND LAND SURFACE MODEL,topic  7,0.109
STUDY ON THE SOIL MOISTURE CONTENT MODELLING AND DATA ASSIMILATION BASED ON REMOTE SENSING AND LAND SURFACE MODEL,topic  10,0.1
STUDY ON THE SOIL MOISTURE CONTENT MODELLING AND DATA ASSIMILATION BASED ON REMOTE SENSING AND LAND SURFACE MODEL,topic  34,0.628
STUDY ON THE SOIL MOISTURE CONTENT MODELLING AND DATA ASSIMILATION BASED ON REMOTE SENSING AND LAND SURFACE MODEL,topic  46,0.158
SUPPORTING RECOVERY AFTER 2016 HURRICANE MATTHEW IN HAITI WITH BIG SAR DATA PROCESSING IN THE GEOHAZARDS EXPLOITATION PLATFORM (GEP),topic  20,0.382
SUPPORTING RECOVERY AFTER 2016 HURRICANE MATTHEW IN HAITI WITH BIG SAR DATA PROCESSING IN THE GEOHAZARDS EXPLOITATION PLATFORM (GEP),topic  28,0.058
SUPPORTING RECOVERY AFTER 2016 HURRICANE MATTHEW IN HAITI WITH BIG SAR DATA PROCESSING IN THE GEOHAZARDS EXPLOITATION PLATFORM (GEP),topic  36,0.193
SUPPORTING RECOVERY AFTER 2016 HURRICANE MATTHEW IN HAITI WITH BIG SAR DATA PROCESSING IN THE GEOHAZARDS EXPLOITATION PLATFORM (GEP),topic  39,0.188
SUPPORTING RECOVERY AFTER 2016 HURRICANE MATTHEW IN HAITI WITH BIG SAR DATA PROCESSING IN THE GEOHAZARDS EXPLOITATION PLATFORM (GEP),topic  49,0.115
"SUSTAINABLE DEVELOPMENT IN DEVELOPING COUNTRIES: THE AFRICAN, CARIBBEAN AND PACIFIC OBSERVATORY",topic  3,0.229
"SUSTAINABLE DEVELOPMENT IN DEVELOPING COUNTRIES: THE AFRICAN, CARIBBEAN AND PACIFIC OBSERVATORY",topic  9,0.217
"SUSTAINABLE DEVELOPMENT IN DEVELOPING COUNTRIES: THE AFRICAN, CARIBBEAN AND PACIFIC OBSERVATORY",topic  20,0.477
SWAT use of gridded observations for simulating runoff - a Vietnam river basin study,topic  47,0.968
SWOT data assimilation for operational reservoir management on the upper Niger River Basin,topic  5,0.231
SWOT data assimilation for operational reservoir management on the upper Niger River Basin,topic  7,0.198
SWOT data assimilation for operational reservoir management on the upper Niger River Basin,topic  29,0.262
SWOT data assimilation for operational reservoir management on the upper Niger River Basin,topic  46,0.285
Safe Shelter: A Case for Prioritizing Housing Quality in Climate Adaptation Policy by Remotely Sensing Roof Tarps in the San Francisco Bay Area,topic  23,0.079
Safe Shelter: A Case for Prioritizing Housing Quality in Climate Adaptation Policy by Remotely Sensing Roof Tarps in the San Francisco Bay Area,topic  27,0.694
Safe Shelter: A Case for Prioritizing Housing Quality in Climate Adaptation Policy by Remotely Sensing Roof Tarps in the San Francisco Bay Area,topic  28,0.126
Safe Shelter: A Case for Prioritizing Housing Quality in Climate Adaptation Policy by Remotely Sensing Roof Tarps in the San Francisco Bay Area,topic  39,0.093
Sand and gravel aggregate resource management and conservation in Northern Ireland,topic  27,0.248
Sand and gravel aggregate resource management and conservation in Northern Ireland,topic  32,0.188
Sand and gravel aggregate resource management and conservation in Northern Ireland,topic  36,0.146
Sand and gravel aggregate resource management and conservation in Northern Ireland,topic  37,0.411
Sand dams for sustainable water management: Challenges and future opportunities,topic  21,0.086
Sand dams for sustainable water management: Challenges and future opportunities,topic  22,0.242
Sand dams for sustainable water management: Challenges and future opportunities,topic  29,0.125
Sand dams for sustainable water management: Challenges and future opportunities,topic  36,0.44
Sand dams for sustainable water management: Challenges and future opportunities,topic  43,0.1
Satellite Altimetry for Ocean and Coastal Applications: A Review,topic  9,0.051
Satellite Altimetry for Ocean and Coastal Applications: A Review,topic  20,0.706
Satellite Altimetry for Ocean and Coastal Applications: A Review,topic  36,0.14
Satellite Altimetry for Ocean and Coastal Applications: A Review,topic  49,0.053
Satellite Data for a Rapid Assessment of Tsunami Inundation Areas after the 2011 Tohoku Tsunami,topic  19,0.103
Satellite Data for a Rapid Assessment of Tsunami Inundation Areas after the 2011 Tohoku Tsunami,topic  39,0.438
Satellite Data for a Rapid Assessment of Tsunami Inundation Areas after the 2011 Tohoku Tsunami,topic  41,0.397
Satellite Data for a Rapid Assessment of Tsunami Inundation Areas after the 2011 Tohoku Tsunami,topic  49,0.057
Satellite Earth observation data to identify anthropogenic pressures in selected protected areas,topic  14,0.224
Satellite Earth observation data to identify anthropogenic pressures in selected protected areas,topic  17,0.428
Satellite Earth observation data to identify anthropogenic pressures in selected protected areas,topic  22,0.067
Satellite Earth observation data to identify anthropogenic pressures in selected protected areas,topic  25,0.062
Satellite Earth observation data to identify anthropogenic pressures in selected protected areas,topic  48,0.187
"Satellite Image-Based Methods of Spatiotemporal Analysis on Sustainable Urban Land Use Change and the Driving Factors: A Case Study in Caofeidian and the Suburbs, China",topic  2,0.09
"Satellite Image-Based Methods of Spatiotemporal Analysis on Sustainable Urban Land Use Change and the Driving Factors: A Case Study in Caofeidian and the Suburbs, China",topic  11,0.089
"Satellite Image-Based Methods of Spatiotemporal Analysis on Sustainable Urban Land Use Change and the Driving Factors: A Case Study in Caofeidian and the Suburbs, China",topic  12,0.055
"Satellite Image-Based Methods of Spatiotemporal Analysis on Sustainable Urban Land Use Change and the Driving Factors: A Case Study in Caofeidian and the Suburbs, China",topic  16,0.676
Satellite Irrigation Management Support With the Terrestrial Observation and Prediction System: A Framework for Integration of Satellite and Surface Observations to Support Improvements in Agricultural Water Resource Management,topic  10,0.313
Satellite Irrigation Management Support With the Terrestrial Observation and Prediction System: A Framework for Integration of Satellite and Surface Observations to Support Improvements in Agricultural Water Resource Management,topic  14,0.398
Satellite Irrigation Management Support With the Terrestrial Observation and Prediction System: A Framework for Integration of Satellite and Surface Observations to Support Improvements in Agricultural Water Resource Management,topic  20,0.102
Satellite Irrigation Management Support With the Terrestrial Observation and Prediction System: A Framework for Integration of Satellite and Surface Observations to Support Improvements in Agricultural Water Resource Management,topic  49,0.123
Satellite Lifetime Optimization Based on Discrete Cross Entropy Method,topic  4,0.448
Satellite Lifetime Optimization Based on Discrete Cross Entropy Method,topic  28,0.237
Satellite Lifetime Optimization Based on Discrete Cross Entropy Method,topic  46,0.304
Satellite Ocean Color Based Harmful Algal Bloom Indicators for Aquaculture Decision Support in the Southern Benguela,topic  6,0.209
Satellite Ocean Color Based Harmful Algal Bloom Indicators for Aquaculture Decision Support in the Southern Benguela,topic  9,0.207
Satellite Ocean Color Based Harmful Algal Bloom Indicators for Aquaculture Decision Support in the Southern Benguela,topic  15,0.293
Satellite Ocean Color Based Harmful Algal Bloom Indicators for Aquaculture Decision Support in the Southern Benguela,topic  20,0.054
Satellite Ocean Color Based Harmful Algal Bloom Indicators for Aquaculture Decision Support in the Southern Benguela,topic  45,0.186
Satellite Rainfall Estimates Over South America - Possible Applicability to the Water Management of Large Watersheds1,topic  47,0.994
Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data-Poor Regions,topic  20,0.711
Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data-Poor Regions,topic  22,0.157
Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data-Poor Regions,topic  36,0.073
Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data-Poor Regions,topic  47,0.051
"Satellite Tracking and Analysis Tool (STAT): an integrated system for archiving, analyzing and mapping animal tracking data",topic  14,0.433
"Satellite Tracking and Analysis Tool (STAT): an integrated system for archiving, analyzing and mapping animal tracking data",topic  42,0.525
Satellite constellation design for forest fire monitoring via a stochastic programing approach,topic  5,0.66
Satellite constellation design for forest fire monitoring via a stochastic programing approach,topic  21,0.219
Satellite constellation design for forest fire monitoring via a stochastic programing approach,topic  39,0.071
Satellite control method for fast attitude maneuver and stabilization,topic  18,0.108
Satellite control method for fast attitude maneuver and stabilization,topic  40,0.095
Satellite control method for fast attitude maneuver and stabilization,topic  46,0.787
Satellite data for the offshore renewable energy sector: Synergies and innovation opportunities,topic  18,0.088
Satellite data for the offshore renewable energy sector: Synergies and innovation opportunities,topic  20,0.365
Satellite data for the offshore renewable energy sector: Synergies and innovation opportunities,topic  22,0.174
Satellite data for the offshore renewable energy sector: Synergies and innovation opportunities,topic  27,0.168
Satellite data for the offshore renewable energy sector: Synergies and innovation opportunities,topic  42,0.198
Satellite data-driven multi-objective simulation-optimization modeling for water-environment-agriculture nexus in an arid endorheic lake basin,topic  10,0.246
Satellite data-driven multi-objective simulation-optimization modeling for water-environment-agriculture nexus in an arid endorheic lake basin,topic  21,0.222
Satellite data-driven multi-objective simulation-optimization modeling for water-environment-agriculture nexus in an arid endorheic lake basin,topic  29,0.215
Satellite data-driven multi-objective simulation-optimization modeling for water-environment-agriculture nexus in an arid endorheic lake basin,topic  41,0.092
Satellite data-driven multi-objective simulation-optimization modeling for water-environment-agriculture nexus in an arid endorheic lake basin,topic  48,0.165
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  7,0.084
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  15,0.059
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  20,0.055
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  26,0.053
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  29,0.065
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  34,0.125
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  44,0.37
Satellite hydrology observations as operational indicators of forecasted fire danger across the contiguous United States,topic  47,0.181
Satellite imagery as a single source of predictor variables for habitat suitability modelling: how Landsat can inform the conservation of a critically endangered lemur,topic  25,0.087
Satellite imagery as a single source of predictor variables for habitat suitability modelling: how Landsat can inform the conservation of a critically endangered lemur,topic  26,0.738
Satellite imagery as a single source of predictor variables for habitat suitability modelling: how Landsat can inform the conservation of a critically endangered lemur,topic  49,0.096
Satellite observation of atmospheric CO<sub>2</sub> and water storage change over Iran,topic  7,0.13
